"","text","country","source"
"1715","happy canada day from the better business bureau! we hope you joy the holiday surround by family and frids!#bbbctralon #happycanadaday #proudtobecanadian #holiday #longweekd #statholiday #canadaday #ohcanada ///ymzsrjyqca","","Buffer"
"1716","#canadaday #ohcanada #mondaythoughts happy canada day to our frids and allies up north!! ///7gvrvbjevq","","Twitter Web Client"
"1717","mad love to the doucette fam happy canada day! philly d is dropping a canada day pylist at noon modo flow today!  swing through!#ohcanada #canadaday ///kr8sy0b9af","","Buffer"
"1718","happy #canadaday! canadians are known for being super fridly and you can help keep it that way by continuing to practice all of the positive #charactertraits! #happycanadaday #ohcanada #buildcharacter #buildsuccess ///5wpgugtd4n","","Hootsuite Inc."
"1719","happy canada day, folks! #ohcanada","","Twitter for Android"
"1720","happy canada  day!  #canada #canadaday #ohcanada #celebrate #truorth #strongandfree ///qkal4mjg8k","","Twitter for iPhone"
"1721","happy canada day!!in case you missed our 5 pces to visit around toronto this canada day long weekd post this week, here it is again///ricdzlo2mo#canadaday #ohcanada #canada #toronto #fdcard #familydiscountcard #the6ix ///4zgtxhundx","","Hootsuite Inc."
"1722","happy canada day from fern resort!#ontariosallinclusive #familyresort #familyvacation #ohcanada #maincanada ///y3mcsadqpw","","AgoraPulse Manager"
"1723","the #rcaf will conduct flybys on july 1, 2019, as part of several canada day celebrations in communities across the country to find out where the flybys are happing on canada day, visit ///rc3fe5w2ac #myrcaf #ohcanada #canadaday #canada152 #mycafmycanada ///9ta3kvqnuc","","Twitter Ads Composer"
"1724","the #rcaf will conduct flybys on july 1, 2019, as part of several canada day celebrations in communities across the country to find out where the flybys are happing on canada day, visit ///rc3fe5w2ac #myrcaf #ohcanada #canadaday #canada152 #mycafmycanada ///awmeganxbz","","Twitter Ads Composer"
"1725","we hope you have a safe &; happy canada day today!#happycanadaday #canadadayinthecapital #ottawacelebrations #kidsinthecapital #ohcanada #familyfun ///plxpnmb67b","","Buffer"
"1726","to my frids up north, happy canada day!  #ohcanada ///nqeyg0usei","","Twitter for iPhone"
"1727","#happycanadaday #m&;ms #ohcanada ///a72b64ppwp","","Instagram"
"1728","oh canada!!!   im so gd i live in the amazing country!!  happy canada day everyone!  #ohcanada #canada #canadaday #july #love #selflove #aroundtheworld #canadian #hiphopmusic #rairs #red #hiphopfashion ///qjgycwzldw","Canada","Instagram"
"1729","happy canada day, eh! #ohcanada #canadaday #happycanadaday #canada #canadian #igerscanada#dominionday #fteducanada #h #eh #mom #momofboys #boymom #mommy #mommyclub #mommyhood #momlife #toronto #tdot #the6ix #vaughan ///djqnzrhonz","","Twitter for Android"
"1730","to all my wonrful frids in the true northhave a blessed, safe and wonrful canada day!  #ohcanada #canadaday ///ad4zee5mpo","United States","Twitter for iPhone"
"1731","///tuhhiv9xtc #canadaday #ohcanada","United States","Twitter for iPhone"
"1732"," #ohcanada #eh #happycanadaday ///cp9a1g8ant","","Twitter for iPhone"
"1733","we had so much fun with our @canadian community in zimbabwe  yesterday celebrating @canadaday with @recremonese and the embassy team #ohcanada #diversityisstrgth ///0ywoeqlmxg","Zimbabwe","Twitter for Android"
"1734","this rdition of #ohcanada by zimbabwean stunts gave us all the feels today  happy #canadaday from @canembzimbabwe and @recremonese ///sidsmrpjjm","Zimbabwe","Twitter for Android"
"1735","happy #canadaday2019 to all our clits and contacts! we are working today for our #international #realestate clits enjoy the day! #canadaday #ohcanada ///gbgihziuft","","LinkedIn"
"1736","this is a canadian secretseriously try it  happy canada day  have a fun day and stay safe! #canadaday #proudtobecanadian #canada #canadarocks #canadian #eh #timhortons #ohcanada ///otyj28fuqn","","Instagram"
"1737","happy canada day to my frids and family that live in that awesome country! #happycanadaday #ohcanada #ocanada #canada #canadians #neighbors #neighbours #howsitgoineh ///krlgi9lvbz","","Instagram"
"1738","happy canada day!  we hope everyone has had a fantastic long weekd #ohcanada #longweekd #canadaday ///s7lkfwfim8","","Hootsuite Inc."
"1739","its canada day! loved our time @whistlerblckcmb  #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #dominionday #fteducanada #nationaldayofcanada #constitutionact1867 #novascotia, #newbrunswick #lejourconfdration #canadaact ///cwbo9a8jkx","","Justo SMART App"
"1740","happy canada day from @tinypsticm!  #ohcanada #canadaday ///ztizun3spl","","Twitter Web Client"
"1741","day 212, eh happy canada day to all you goofy canucks back home! #graduallywizardly #manstuff #mshealth #beard #ohcanada wait, @canada has a verified twitter account ///oluq0l5hcm","Australia","Twitter for iPhone"
"1742","happy canada day!!!  lets celebrate our amazing country today what do you love about being canadian  #ohcanada #proud #strongandfree #canadaday2019 #canadaday #halifax ///vbvafcyvf3","","Hootsuite Inc."
"1743","happy birthday  #canada  what are you doing to celebrate the long weekd stay healthy and be safe #canada #canadaday #happybirthdaycanada #ohcanada#allergyseason  #healthylifestyle #immunesystem #immunity #immunityboost #healthyyou #immunesupport  #sorethroat #summercold ///xkpw2xc9s5","","Twitter for iPad"
"1744","happy canada day!#ohcanada#canadaday","","Twitter for Android"
"1745","#ohcanada ///srmvn9s5ga","","Twitter for Android"
"1746","happy canada day, from our family to yours!     #ohcanada #canadaday #july1 #acevolleyballclub #mothernd #acation @ calgary, alberta ///mrp5yh2vvh","Canada","Instagram"
"1747","happy #canadaday to all canadians home and abroad may we continue to be the most peaceful country giving new life to those in distress! #ohcanada ///csg1e4svqm","","Twitter for iPhone"
"1748","true, north, strong and free! happy 152 canada! #ohcanada #happycanadaday ///kquzkwpp5a","","TweetDeck"
"1749","#happy #canadaday #ohcanada #truenorthstrongandfree ///ok3m8tbva5","","Twitter for Android"
"1750","blown away that the #scc has a mascot!!! kind of disappointed its not a beaver but the name makes up for it #amicus #ohcanada #canadaday  ///wq8kzukx8q","","Twitter for iPhone"
"1751","oh canada! for anyone looking to celebrate canada day in the aft, lonsdale quay has asked our band to perform 1-3pm! hope you can join!! its a family fridly evt #ohcanada #ourhomeandnativend #lolo #vancouvercanadaday","","Facebook"
"1752","happy canada day!!  #july1st #canadaday #proudcanadian #maincanada #mapleleaf #pri #bg #ohcanada ///2jczi46qkk","Canada","Twitter for iPhone"
"1753","i wish everyone a very happy and healthy canada day   #canadaday2019 #canadadaylongweekd #nationalparty #fireworks #ohcanada #eh ///xqvtsfavbs","","Twitter for Android"
"1754","feather of confince inc  canada day 152 logo 2019 happy canada day to all my fellow canucks #redandwhite #ohcanada #happycanadaday ///2azmyqnshq","","Twitter for Android"
"1755","happy canada dayenjoy!#truorthstrongandfree #ohcanada @ skaha lake ///n4qjygtlmi","Canada","Instagram"
"1756","happy canada day!  the true north strong and free! #canadaday #ohcanada #wethenorth #niagara ///pnvh8rqyfy","","Twitter for iPhone"
"1757","happy canada day#canada #canadaday #1july #therayview  #ohcanada ///81gv9nbndk","","Instagram"
"1758","happy canada day! #310running #track #trackandfield #tracklife #tracknation #canadiantrack #canada #ohcanada #canadian #proudlycanadian #canadaday #mapleleaf #mapleleafforever #celebrate ///t25u5ubfd6","","Instagram"
"1759","happy #canadaday everyone!  i wanted to be the first to say it and ive already started celebrating #ohcanada #canadaday2019 #canada #happycanadaday #fireworks #celebration #like4likes #retweet #share ///wf0jwiryes","","Twitter Web Client"
"1760","heres an early happy canada  day from me, @zumacoach and rhino ill save our vio message to share tomorrow  @wesshelley #ohcanada #canadaday ///ahyjhuonup","","Twitter for iPhone"
"1761","you cant buy happiness, but you can live in canada, and thats pretty much the same thing happy canada deh (day)!! almost a year in this country and im lovin it still! thank you, canada, you have be good to me!  #ohcanada #canadaday2019 #sasincanada #awhipofsas ///zuu6molv95","Canada","Twitter for iPhone"
"1762","""the true north string and free""  happy canada day#ohcanada #canada #happycanadaday #wethorth #happybirthday #cottagecountry #cottage #life #realestate  #teammariamnoori  @ muskoka, ontario ///wd74xkcrjf","","Instagram"
"1763","#ohcanada ///v0emt4dlyz","","Twitter for iPhone"
"1764","@torontoribfest was fun! #foodporn #dinner #torontoribfest #torontoribfest2019 #ribs #funnelcake #ctnialpark #toronto #ohcanada #gooats ///sscnv98tsm","","Instagram"
"1765","my dad ma #ribs!  #foodporn #dinner #homema #summertime #brton #ohcanada #gooats ///bc7w5qiy5s","","Instagram"
"1766","some aandwcanada for #dinner!  #foodporn #aandw #beyondmeat #beyondburger #fries #icedtea #brton #ohcanada #gooats @ a&;w canada ///tmsyprkyij","Canada","Instagram"
"1767","lunch at goln star noodle restaurant!  #foodporn #lunch #golnstar #noodle #restaurant #chickballs #friedrice #toronto #ohcanada #gooats @ goln goln star noodle restaurant ///6lzgfgvqxk","Canada","Instagram"
"1768","happy canada day folks best god damn country in the world #ohcanada ///aphyrnkvxj","","Tweetbot for iΟS"
"1769","@talk_to_the_hat dont forget poutine, donuts, better beer, sctv, eric lindros, wayne gretzky, rush, and yeah free healthcare #ohcanada #canadaday2019 #wethenorth","","Twitter for iPhone"
"1770","#happybirthdaycanada here is some funny #canadian humour from a #canadagirl i love you #canada #canadaday2019 #canada_gram #ohcanada #canadians #canadianaf @ ottawa, ontario ///jlnwcepkfi","","Instagram"
"1771","part deux!#happybirthdaycanada here is some funny #canadian humour from a #canadagirl i love you #canada  #canadaday2019 #canada_gram #ohcanada #canadians #canadianaf @ ottawa, ontario ///ttuhatdskz","","Instagram"
"1772","beautiful eving at redstone lake! celebrating birthdays, wedding anniversary, and canada day! #canadaeh #ohcanada #advturesofmariott tonyirwin74 @mssmaheri elligopoly bonnie and dad! #sunset #redstoneke ///n6eilezxmj","Canada","Instagram"
"1773","happy canada day everyone we will be closed for #canadaday celebrations  #proudcanadian #truorth #ohcanada ///xx2cdfgcv3","","Twitter for iPhone"
"1774","#ohcanada @fortlangleynhs #fortngley #canadaday2019 ///dheveotpin","","Twitter Web App"
"1775","#ohcanada #canadaday #mapleleaf ///f8xtoqrni1","","Instagram"
"1776","and now, your momt of z #ohcanada @ hilton beach, ontario ///1b0hs7x6ah","Canada","Instagram"
"1777","its nice to be home #ohcanada @ hilton beach, ontario ///y8vgcxl5q8","Canada","Instagram"
"1778","forkey was ehduke caboom is where its at #ohcanada #toysstory4","","Twitter for iPhone"
"1779","2/3 north south east westtherell be happy times,church bells will ring, ring, ringits the hundredth anniversary of#conferationevrybody sing together! #ohcanada i am canadian ///jkb3uhq59n","","Twitter for iPad"
"1780","wh im the only one who doesnt get canada day off from work #ohcanada ","","Twitter for iPhone"
"1781","happy canada day boys! this reminds me of my familys early days in canada this is the best country in the world its our duty as canadians, new and old, to work hard in keeping our country safe, inclusive, and prosperous #canadaday #ohcanada #truenorthstrongandfree ///osfqn8mrhq","","Twitter for Android"
"1782","happy canada day we op @ 1130 am - 10 pm on july 1st monday follow us @ikkoushatoronto #canadaday #maincanada #ohcanada #happycanadaday #canada #canadian #igerscanada #ikkoushatoronto #ram #noodles ///dibxaeml9z","Canada","Instagram"
"1783","1025pm fire is catching in earnest no shortage of gin @thermacell is doing its thing i may stay here until dawns early light#ohcanada #ocanada #canadadayweekd","Canada","Twitter for iPhone"
"1784","happy canada day 2019#canadaday2019  #canada #fire #bonfire #singhstylesigns #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian  #nationaldayofcanada #canadaact#explorecanada #canada #canadaswonrnd #igerscanada #ohcanada #canadaday ///qxggtfyggn","","Twitter for Android"
"1785","happy canada day from canadas greeting card company #canada #canadaday #happycanadaday #ohcanada #maincanada ///n6akp5r52s","","Twitter Web Client"
"1786","happy canada day (well its canada day here in taipei) #itscanadadaysomewhere #canadaday #ohcanada","","Twitter for iPhone"
"1787","happy birthday canada you beautiful, majestic, glorious son of a gun  #ohcanada #greattimes #greaterpeople @ port hope, ontario ///3tgtsmrgcq","Canada","Instagram"
"1788","represtin jt#ohcanada #bigbirthdaybash ///bwksh1v071","","Twitter for iPhone"
"1789","@barbjordan18 @profastpitch a couple riveting extra inning thrillers during this seriesand they still have 2 more to py tomorrow!! #bestsoftballintheworld #rockingrosemont #pywithpurpose #ohcanada #noquitinthesepros","United States","Twitter for iPad"
"1790","wishing you a very happy canada day! #fteducanada #ohcanada #canadaday ///9xfcufgbyk","","Hootsuite Inc."
"1791","happy sabbath  #ohcanada  @ ctre street church ///kbdhqxoivj","Canada","Instagram"
"1792","wishing you a very #happycanadaday!please note our offices will be closed on july 1, 2019, in observance of canada day our regur business hours will resume on tuesday, july 2 at 900 am est #fteducanada #ohcanada #canadaday ///yxlz0qmj24","","Hootsuite Inc."
"1793","i swear to god someone in my neighbourhood bought a truckload of fireworks and is setting each one off one at a time going on almost 30 minutes now  #ohcanada","","Twitter for iPhone"
"1794","@reneeweathers2 @watchdog1978 @canresistance @greggmarius1 @madg_lulu22 the problem with canada is redundancyi mean, do we really need ryan reynolds and ryan gossling#ohcanada","","Twitter Web Client"
"1795","happy canada day!we are grateful to live and work in this big, beautiful nation of ours were taking the day off to celebrate canada with family and frids, well see you on tuesday!#truorthstrongandfree#truepatriotlove#ohcanada#canadaday#floaton#isospa ///4vjpp7rok0","","Twitter for iPad"
"1796","happy  day all!  #canada #canadian #proud #pri #happycanadaday #country #nationalcelebration #beautiful #visitcanada #canadiangirl #canadianphotographer #maple #nationalsymbol #fg #ohcanada #proudlycanadian ///xwrc0wagpb","","Instagram"
"1797","#ohcanada #happycanadaday ///6s0hbl2n3j","","Twitter for Android"
"1798","annual canada  day get together and the group shot took a few #experts to get the camera set up  #ohcanada #family #stalbert #yeg #berta #truorthstrongandfree #wethorth @ saint albert, alberta ///7qkmsbbfro","Canada","Instagram"
"1799","the world needs more canada  - barack obama #canada #happybirthdaycanada #canadadayweekd #ohcanada #theworldneedsmorecanada #lifestyle #trepreur #inspiration #huna #hunaskin #naturalskincare ///00nx4qz6gx","","Instagram"
"1800","framed oh canada #toronto #ohcanada ///j2ksedrdzg","Canada","Twitter for iPhone"
"1801","happy canada day! what a great country we live in!  we are op monday july 1st from 11 til 5, so come by and snag some amazing als on summer merchandise!  #ohcanada #canadaday #july1 #longweekd ///d1llhvjknx","","Instagram"
"1802","#ohcanada  ///6x48tuuhjd","","Twitter for iPhone"
"1803","@themudm were amazing!  #canadianmusic #livemusic #bagpipesarecool #celtic #rock #ohcanada #festivalofnations #chathamkt #musicinthepark ///1jzyemrcjo","","Instagram"
"1804","#birthday #cupcakes for this #canadaday weekd #yummy #buttercream #ohcanada ///mbq7aqwvku","","Instagram"
"1805","were pumped for this new feature on our canada  day para float check it out july 1 at noon! #waskesiu #waskesiulake #canadadayweekd #ohcanada #july1st ///h4oaaegqbs","","Twitter for iPhone"
"1806","@rat3b it is in some countries -) #ohcanada","","Twitter for Android"
"1807","hey @timhortons ! #dougcarl celebrates @canada in the drive thru #timhortons @canadamomts @twittercanada @etcanada @cityofedmonton @globalnews #ohcanada#canadaday2019 #canadaday @meanwhileincana #yeg #yvr#yyc#yyz ///pvwc40x41i","","Twitter for iPhone"
"1808","some of us still remember your role in saving some of our embassy staff during the iran hostage crisis thank you#ohcanada #happybirthdaycanada ///5orinployn","","Twitter for iPad"
"1809","music trivia canada day version! #ohcanada #trivia #holidaymonday #canadavesweekd #patio #summer","","Twitter for iPhone"
"1810","wh two of your favourite people sd you a vio of them partying to one of your standup bits#ohcanada#comedianslife#canadaday#canadianheritagemomt#canadiancomedy#canadiananthem love this so much! ///jmmeoolzff","","Instagram"
"1811","watch @natalieo_vlogss broadcast #canadaday #dance #timhortons #music party-dj ponie1 ! #happycanadaday #ohcanada #canadian #coffee @periscopetv  ///pipxe3vur5","","Periscope"
"1812","happy canada day 2019 #canadaday2019 #ohcanada #july1st #1867 ///kxqqnh1ygu","","Werble"
"1813","giving this a go! #ohcanada #victoria #sorry ///mj3byo86ay","","Twitter for iPhone"
"1814","have a safe and happy canada!   #canadaday #ohcanada #canadiantrainers ///kpwyygseto","","Twitter Web Client"
"1815","happy canada day weekd!#maple #leaf #ohcanada #eh #proud #candian #birthday #home ///saucvoigsv","","Instagram"
"1816","if u in jamaica !!today today right right right #ohcanada prest #foamfette#neonglowraveouta harbour view #poolsi !! ohcanada_ja ///z0dxq1buv9","","Instagram"
"1817","happy canada  day weekd! #besuntryintheworld #ohcanada ///r4ao5gdx8s","","Instagram"
"1818","another groovy day of goln sun, foamy suds, and good gre buds  #burlon #ohcanada ///4z1vonp2s2","","Twitter for iPhone"
"1819","tomorrow should prove an interesting #celebration of #canadaday2019 , beginning with livering a prestation via vioconferce on  the economies of #sextrafficking to @cambridge_uni and ding with #fireworks and festivities aboard a warship with @royalcannavy  #ohcanada ///b0ytn2bghs","","Twitter for Android"
"1820","just got back from target which reminds me, happy canada tomorrow, yall! #ohcanada","","Twitter Web Client"
"1821","i never thought id get to see this pce as long as i lived nothing short of spectacur #qpssi #niagarafalls #westernsydneyuniversity #wsu #wsugoglobal #ohcanada #truenorth ///yu0aphgx7l","","Twitter for iPhone"
"1822","traveling to canada in a few weeks, temporarily changing my emergcy contact to @vancityreynolds just in case #ohcanada  ///fygiyuqgom","","Twitter for iPhone"
"1823"," the o canada  tomorrow we celebrate with montreal bagels filled with a proper canadian all day breakfast! eggs, streaky bacon, pancake &; 100% pure canadian maple syrup avaible in all shops all day tomorrow for canada day!  #canadaday #ohcanada #montrealbagels ///ss2nye97et","","Twitter for iPhone"
"1824","long weekd outfit 2!! yes, daddy wt golfing for canada day  #loudmouthgolf #golfnut4life #ohcanada #canadaday ///1qkkxorkwn","","Twitter for iPhone"
"1825","cheers to your canada day weekd!  we are op for you, monday hours are from 830 am-730 pm, see you here#ohcanada #canadaday #holidayhours #604evts #coffeetime #narcitycanada #longweekd ///z8rfkvvhm1","Canada","Instagram"
"1826","canada day andinpnce day celebrations jul 1, 2am - jul 5 8pm pt#sisal #bloggers @esmesalon @sundaymeetgreet*@esmesalon   @sundaymeetgreet   #sisal  *#canadaday #ohcanada #canadaisthebest #inpnceday #inpncedayweekd #blue #red ///3azejmre5i ///70cd2gezgm","","Buffer"
"1827","repping red with pri this weekd and celebrating the canadian values of diversity and inclusivity and chioning the unrdogs who continue to fight for these values happy canada day everyone! #ohcanada ///nd74qgufjq","","Instagram"
"1828","#ohcanada  ""dynamique coloniale cire  le pouvoir, habile  souhait, confisque les symboles du peuple annex, les folklorise, les vi  leur substance et les rutilise pour son treprise  construction nationale""cf page fb  @spstremby ///wucg6tmvlr","","Twitter Web Client"
"1829","happy canada day! #ohcanada #bmomortgageque #strongandfree #bmo #grateful #country #peace ///4oda5mo2qq","","Hearsay Social"
"1830","marty kline with a beautiful walleye and pike he caught up in canada and wow that view is gorgeous #ohcanada #sexy ///4ehclxhhiq","","Twitter for iPhone"
"1831","i agree with all 10 factsthey could each be #1 #ohcanada #truorthstrongandfree test your canadiana iq with these 10 facts ///anibthltbe","","Twitter for iPhone"
"1832","#ohcanada thousands gather to form worlds rgest human maple leaf ///dfcoex1cy1","","Twitter for iPhone"
"1833","bell in canada never fails #bell #techthusiast #technology #tech #nerd #geek #lte #apple #iphonexsmax #thatgeekdad #4glte #canada #ohcanada ///54cd6qdhyp","","Instagram"
"1834","@minnkrist @dumpthemanchild and they still have new york fries!! #ohcanada","","Twitter for iPhone"
"1835","my streaming service offered this up as part of a hip mix the musical equivalt to ""do you know bob from toronto"" #ohcanada #cancon ///untewzrdth","","Twitter Web App"
"1836","@rimartineau @lovecanada2017 #ohcanada","","Twitter for Android"
"1837","#ohcanada  ///z6cdovtxbp","Canada","Twitter for iPhone"
"1838","#ohcanada  ///tzbui4djbo","","Twitter for iPhone"
"1839","#ohcanada !! happy #canadadayweekd all!! #canadaday @tweepcrew @bc_news_addict @canbloghouse @suzynotes @pattibailey05 @dreavilleuve @wylie_riley @meldrummarjorie @topsyfarms @reinhartg ///ejiutanro4","","Twitter for iPad"
"1840","so cool!  #ohcanada#proudtobecanadianthousands gather to form worlds rgest human maple leaf ///kgehm405yk","","Twitter for Android"
"1841","all smiles for the long weekd!   #cmtcalumni jasmine juli for ///hw71xospn4! what are your canada day pns! #ohcanada #canadadaylongweekd ///zhdoljuszf","","Instagram"
"1842","the fabric of our country is wov by the hands of canadians, immigrants &; first nations #strongertogether#happycanadaday  #ohcanada   #ourhomeandnativend  #truorthstrongandfree  #wethorth @ ///tlyirsjtm6","Canada","Instagram"
"1843","i  my country !happy canada day weekd everyone!#truenorthstrongandfree#beautifulcountry#myhomend#longweekdvibes#canadianchicksrock#molsonmuscle#keepyourstickontheice#canadaeh#diversity#innovation#ohcanada#canadadaylongweekd#canadarocks#partyon ///vbpaxwizyd","","Twitter for Android"
"1844","#pajamaboy  #ohcanada  ///xms6inom1f","","Twitter Web App"
"1845","@adr im proud that youre a canadian keep doing what you do #ohcanada","","Twitter for Android"
"1846","#ceasarsundayssun, frids,  a few little fridly slip and sli races#ohcanada #canucksrule#canadaeh ///mvbctjp79f","","Instagram"
"1847","#canadaday2019 at the #dolrstore the #commercialization of a #country #canada #canadaday #ohcanada #ohcanada #canada #canadian @ dolr max 15 ///ioxvsklrhy","Canada","Instagram"
"1848","trton, ontario sets guinness world record for rgest human maple leaf  ///y6hwwk5xmc #canadaday #ohcanada","","Hootsuite Inc."
"1849","chocote do canad na dolrama em homagem ao canada day#canada #canadaday #ohcanada #chocote #brasileirosnocanada #canadaparabrasileiros #morandoforadobrasil #brasileirosemvancouver ///6ugzkqf8qh","","Instagram"
"1850","ribs ribs ribs - country music - repeat !!oh lord  too much food #happybirthdaycanada #ribfest #longweekd #toronto #ohcanada #barrosohomes #familylife ///gxjseqv4xq","","Instagram"
"1851","#freedomofspeech never really existed #ohcanada ///i2acxenubx","","Twitter Web Client"
"1852","""our hopes are high our faith in the people is great our courage is strong and our dreams for this beautiful country will never die""  - pierre-elliott truau#quotes #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #truau ///njf8wgcdxm","","Twitter for iPhone"
"1853","#berkeleyeats #jewishli #pastrami #montrealsmokedmeat #canada #ohcanada #oaknats #bayareaeats #eatersf #eeeeeats #infatuationsf #sfeats #eats #nyceats #feedfeed #foodblogger #foodporn  #foodie #foodgram #foodcoma #foodies #nomnomnom #feastmo #berkeleysi #eastbayeats","United States","Twitter for Android"
"1854","#berkeleyeats #jewishli #pastrami #montrealsmokedmeat #canada #ohcanada #oaknats #bayareaeats #eatersf #eeeeeats #infatuationsf #sfeats #eats #nyceats #feedfeed #foodblogger #foodporn  #instagood #foodie  #foodcoma #foodies #nomnomnom #feastmo #berkeleysi #eastbayeats","","Twitter for Android"
"1855","#berkeleyeats #jewishli #pastrami #montrealsmokedmeat #canada #ohcanada #oaknats #bayareaeats #eatersf #eeeeeats #infatuationsf #sfeats #eats #nyceats #feedfeed #foodblogger #foodporn #foodie #foodcoma #foodies #nomnomnom #feastmo #berkeleysi #eastbayeats","United States","Twitter for Android"
"1856","#ohcanada #canadaday2019 ///7qv8llpjhl","","Twitter for iPhone"
"1857","ma maple leaf scones  happy canada day weekd, everyone!!  #igersvancouver #igers #canada #canadaday #longweekd #scones #ohcanada # # # # ///qk9jd1vnbt","","Instagram"
"1858","celebrating all things maple on canada day long weekd! maple ice cream cones, floats or milkshakesmaple coffee ttes, iced ttes etcfudgebeernutsbrittlemaple cream cookies#ohcanada #canada #canadaday #maple #canadian #hamont #icecream #coffee #fudge ///7oi4dnwwej","","Twitter for Android"
"1859","we bought fresh ontario strawberries yesterday at the sacred heart farmers market add basil or mint to this strawberry cocktail for a refreshing twist #strawberry #cocktails #mocktails #canada #canadadaylongweekd #canadaday #longweekd #ohcanada #hamont #longweekd ///1l8mz3kkm7","","Twitter for Android"
"1860","have a safe and happy canada day long weekd #ohcanada #happybirthdaycanada #guelph #chocoholic #chocotelover #guelphfoodie #guelpheats #canadianma #foodies #guelphchocote #toronto ///b8ndoonwlo","","Instagram"
"1861","race pack pickup starts today at 1pm! im excited its finally here! #citymj #run #ohcanada ///ryznamyrsj","","Zoho Social"
"1862","you can still register for our evts, 5km, 10km and runt run (the kids is limited to 60 tries; we have about 10 left) print the snail mail registration and bring it to race pack pickup! #citymj #run #health #ohcanada ///h7nofchnkf","","Zoho Social"
"1863","you can still register for our 5 and 10km evts on canada day! online until 27 june at 5pm th print the form off the website after that! join us and raise funds for #citymj health foundation ! #run #health #ohcanada ///n9caspqnwl ///fcimpqrlfb","","Zoho Social"
"1864","hard fought game against the #1 seed 7-9 we will get em next go around #ohcanada","","Twitter for iPhone"
"1865","#ohcanada in #cree and english  #canadaday #canada #ourhomeandnativeland ///2hiufnnyhk","","Twitter for iPhone"
"1866","canadis  montral jersey shorts$85#longweekd #jerseyshorts #potd #streetsoftoronto #ohcanada #francais #canadis #molbehavior molfinalhourtrill ///wximaqylug","","Instagram"
"1867","this #canadaday dont forget the bubbles!!! one of ontarios finest! prince edward county @hinterndwine is a fine choice for your celebrations! shop early, avoid lineups!#lcbo #longweekd #canada #vqa #ohcanada #ontwine ///5ydjdcpqtc","Canada","Twitter for iPhone"
"1868","if youre vacationing across canada this summer, these must-see pces should be on your list! try something new if youve be, leave a commt and tell us how it was! #explorecanada #ohcanada #travel ///trdh7by5em","","Hootsuite Inc."
"1869","are you new to canadajust ahead of canada day, lets just go over one very important ground rule that you must rememberruleyou are just as canadian as the rest of us now oh, and we have a few awful folks who will try tell you differt, ignore themwelcome#ohcanada","","Twitter for Android"
"1870","todays forecast sunny and warm with a very good chance of patio pints at cabin!    * weve extd our hours until 9pm tonight* we are closed on canada day so be sure to stock up on cans and growlers today#ohcanada #canadaday #cabinbrewing #cabinbeer #cabinlife ///lymeathk5y","","Twitter for iPhone"
"1871"," canada day weekd means @wonrndnews #canadaswonrnd #familytime #ohcanada ///9x0shqjnsh","","Twitter for iPhone"
"1872","the #canadaday2019 episo airs again today 12-2 on ///daipjjwlx5 give it a list! #midtownradio #ohcanada","","Twitter for iPhone"
"1873","@adr was fired from a new brunswick newspaper for this cartoon make sure as many people as you know see this brilliant piece of work #ohcanada #shame ///w3xjlraxbn","","Twitter Web Client"
"1874","this is so good to list to this weekd #ohcanada ///1ocldglqwo","","Twitter for iPhone"
"1875","yay ! no surprise though always so grateful to live in this beautiful, welcoming county #canada #canadaday #ohcanada ///hmbnqtwkkr","","Twitter for iPhone"
"1876","@ctvnews i was at the game it was beautiful #ohcanada","","Twitter for Android"
"1877","on our way to the ke  #canadadayweekd #ohcanada #lovemycountry  @ aurora, ontario ///ux3nsviy5k","","Instagram"
"1878","happy canada day long weekd #2019canadaday #happycanadaday #canadaday2019 #ohcanada #redandwhite #awin #awingroup #awinweareyou #weareyou #willowdalesubaru #subienation ///b0va9iab0t","","Hootsuite Inc."
"1879","our eatwell chick nuggets are up next in our tour of canadas most beloved pintys products! these protein-packed, glut-free nuggets are most popur in nova scotia and quebec try them in a wrap, over sad, or on their own  #makinggreatfoodfun #howdoyoupintys #ohcanada ///hhafff5e7p","","Buffer"
"1880","last, but not least, give it up for our pub and grill honey &; roasted garlic chick chunks! the most popur pintys product in not one, not two, not ev three, but four provinces ontario, manitoba, new brunswick and alberta  #makinggreatfoodfun #howdoyoupintys #ohcanada ///wnmid8ephn","","Buffer"
"1881","have you tried our eatwell chick trs if you live in british columbia or saskatchewan we wont be surprised if you say yes afterall, this is our most popur product in those provinces  #makinggreatfoodfun #howdoyoupintys #ohcanada ///nc3w6ziyno","","Buffer"
"1882","happy canada day weekd! enjoy the summer days #ohcanada ///wi0r8axt5v","","Twitter for iPhone"
"1883","you cant unrestimate the #powerofsport in the pri of a nation #ohcanada #canadadaylongweekd #happycanadaday ///bjsitvedle","","Twitter for iPhone"
"1884","love it! true north strong and free! happy canada  day! #truorth19 #canadaday #ohcanada #canadianpri ///zfpzzkdv2s","","Twitter for iPad"
"1885","josh freed canada day offers us a chance to reflect on who we are, via @mtlgazette #happycanadadayweekd #ohcanada #home #proud #strongandfree #truorth19  ///yjqdspekbk","","Twitter for iPhone"
